year,month,day_of_month,day_of_week,fl_date,origin,origin_city_name,origin_state_nm,dep_time,taxi_out,wheels_off,wheels_on,taxi_in,cancelled,air_time,distance,weather_delay,late_aircraft_delay
2024,1,7,7,2024-01-07,MIA,"Miami, FL",Florida,735.0,12.0,747.0,913.0,7.0,0,146.0,964,0,0
2024,1,7,7,2024-01-07,MIA,"Miami, FL",Florida,1940.0,20.0,2000.0,2301.0,4.0,0,121.0,1045,0,175
2024,1,7,7,2024-01-07,MIA,"Miami, FL",Florida,2214.0,19.0,2233.0,42.0,12.0,0,129.0,1013,0,20
2024,1,7,7,2024-01-07,MIA,"Miami, FL",Florida,1404.0,17.0,1421.0,1604.0,10.0,0,163.0,1197,0,0
2024,1,7,7,2024-01-07,MIA,"Miami, FL",Florida,610.0,31.0,641.0,815.0,4.0,0,94.0,650,0,0
2024,1,7,7,2024-01-07,MIA,"Miami, FL",Florida,1757.0,21.0,1818.0,2006.0,12.0,0,168.0,1121,0,36
2024,1,7,7,2024-01-07,MIA,"Miami, FL",Florida,2217.0,19.0,2236.0,24.0,6.0,0,168.0,1121,0,0
2024,1,7,7,2024-01-07,MIA,"Miami, FL",Florida,2140.0,34.0,2214.0,2353.0,30.0,0,159.0,1197,0,0
2024,1,7,7,2024-01-07,MIA,"Miami, FL",Florida,1604.0,14.0,1618.0,1833.0,7.0,0,135.0,1096,0,48
2024,1,7,7,2024-01-07,MIA,"Miami, FL",Florida,1830.0,27.0,1857.0,2123.0,51.0,0,146.0,1080,0,4
2024,1,7,7,2024-01-07,MIA,"Miami, FL",Florida,1255.0,36.0,1331.0,1545.0,9.0,0,134.0,1096,0,0
2024,1,7,7,2024-01-07,MIA,"Miami, FL",Florida,1857.0,19.0,1916.0,2042.0,9.0,0,86.0,594,0,12
2024,1,7,7,2024-01-07,MIA,"Miami, FL",Florida,655.0,13.0,708.0,919.0,13.0,0,311.0,2174,0,0
2024,1,7,7,2024-01-07,MIA,"Miami, FL",Florida,1907.0,15.0,1922.0,2001.0,4.0,0,99.0,675,0,0
2024,1,7,7,2024-01-07,MIA,"Miami, FL",Florida,1314.0,26.0,1340.0,1536.0,4.0,0,116.0,921,0,0
2024,1,7,7,2024-01-07,MIA,"Miami, FL",Florida,,,,,,1,,964,0,0
2024,1,7,7,2024-01-07,MIA,"Miami, FL",Florida,1021.0,31.0,1052.0,1249.0,19.0,0,237.0,1709,0,0
2024,1,7,7,2024-01-07,MIA,"Miami, FL",Florida,,,,,,1,,1709,0,0
2024,1,7,7,2024-01-07,MIA,"Miami, FL",Florida,1021.0,43.0,1104.0,1259.0,5.0,0,115.0,921,0,0
2024,1,7,7,2024-01-07,MIA,"Miami, FL",Florida,839.0,29.0,908.0,1203.0,11.0,0,355.0,2585,0,0
2024,1,7,7,2024-01-07,MIA,"Miami, FL",Florida,1115.0,23.0,1138.0,1318.0,8.0,0,160.0,1197,0,0
2024,1,7,7,2024-01-07,MIA,"Miami, FL",Florida,1848.0,27.0,1915.0,2045.0,6.0,0,150.0,964,0,0
2024,1,7,7,2024-01-07,MIA,"Miami, FL",Florida,744.0,12.0,756.0,1009.0,11.0,0,133.0,1085,0,0
2024,1,7,7,2024-01-07,MIA,"Miami, FL",Florida,1412.0,39.0,1451.0,1705.0,5.0,0,134.0,1085,0,0
2024,1,7,7,2024-01-07,MIA,"Miami, FL",Florida,1842.0,26.0,1908.0,2148.0,4.0,0,340.0,2585,0,0
2024,1,7,7,2024-01-07,MIA,"Miami, FL",Florida,1307.0,28.0,1335.0,1522.0,14.0,0,167.0,1197,0,25
2024,1,7,7,2024-01-07,MIA,"Miami, FL",Florida,,,,,,1,,1085,0,0
2024,1,7,7,2024-01-07,MIA,"Miami, FL",Florida,707.0,16.0,723.0,906.0,16.0,0,163.0,1197,0,0
2024,1,7,7,2024-01-07,MIA,"Miami, FL",Florida,638.0,14.0,652.0,818.0,5.0,0,146.0,964,0,0
2024,1,7,7,2024-01-07,MIA,"Miami, FL",Florida,1601.0,25.0,1626.0,1815.0,23.0,0,169.0,1197,0,0
2024,1,7,7,2024-01-07,MIA,"Miami, FL",Florida,2142.0,24.0,2206.0,2348.0,7.0,0,162.0,1197,0,0
2024,1,7,7,2024-01-07,MIA,"Miami, FL",Florida,955.0,13.0,1008.0,1222.0,10.0,0,134.0,1085,0,0
2024,1,7,7,2024-01-07,MIA,"Miami, FL",Florida,1554.0,17.0,1611.0,1816.0,10.0,0,245.0,1709,0,15
2024,1,7,7,2024-01-07,MIA,"Miami, FL",Florida,1434.0,31.0,1505.0,1723.0,12.0,0,138.0,1085,0,0
2024,1,7,7,2024-01-07,MIA,"Miami, FL",Florida,1721.0,18.0,1739.0,2001.0,11.0,0,142.0,1085,0,0
2024,1,7,7,2024-01-07,MIA,"Miami, FL",Florida,1257.0,35.0,1332.0,1511.0,6.0,0,159.0,964,0,0
2024,1,7,7,2024-01-07,MIA,"Miami, FL",Florida,1805.0,21.0,1826.0,2029.0,4.0,0,123.0,946,0,0
2024,1,7,7,2024-01-07,MIA,"Miami, FL",Florida,1456.0,17.0,1513.0,1700.0,4.0,0,167.0,1109,0,0
2024,1,7,7,2024-01-07,MIA,"Miami, FL",Florida,1955.0,20.0,2015.0,2157.0,5.0,0,162.0,1182,0,0
2024,1,7,7,2024-01-07,MIA,"Miami, FL",Florida,545.0,13.0,558.0,732.0,4.0,0,154.0,955,0,0
2024,1,7,7,2024-01-07,MIA,"Miami, FL",Florida,1335.0,21.0,1356.0,1446.0,3.0,0,110.0,675,0,0
2024,1,7,7,2024-01-07,MIA,"Miami, FL",Florida,1712.0,18.0,1730.0,1837.0,8.0,0,127.0,806,0,17
2024,1,7,7,2024-01-07,MIA,"Miami, FL",Florida,1138.0,20.0,1158.0,1324.0,9.0,0,86.0,594,0,0
2024,1,7,7,2024-01-07,MIA,"Miami, FL",Florida,1909.0,15.0,1924.0,2050.0,5.0,0,146.0,955,0,20
2024,1,7,7,2024-01-07,MIA,"Miami, FL",Florida,609.0,12.0,621.0,754.0,8.0,0,93.0,594,0,0
2024,1,7,7,2024-01-07,MIA,"Miami, FL",Florida,2059.0,16.0,2115.0,2315.0,5.0,0,120.0,946,0,0
2024,1,7,7,2024-01-07,MIA,"Miami, FL",Florida,1701.0,26.0,1727.0,1853.0,5.0,0,86.0,594,0,0
2024,1,7,7,2024-01-07,MIA,"Miami, FL",Florida,1037.0,63.0,1140.0,1339.0,3.0,0,119.0,946,0,0
2024,1,7,7,2024-01-07,MIA,"Miami, FL",Florida,722.0,9.0,731.0,911.0,12.0,0,160.0,1182,0,0
2024,1,7,7,2024-01-07,MIA,"Miami, FL",Florida,1244.0,40.0,1324.0,1457.0,4.0,0,153.0,1068,0,0
2024,1,7,7,2024-01-07,MIA,"Miami, FL",Florida,1615.0,20.0,1635.0,1827.0,6.0,0,172.0,1103,0,12
2024,1,7,7,2024-01-07,MIA,"Miami, FL",Florida,1346.0,39.0,1425.0,1603.0,4.0,0,158.0,955,0,0
2024,1,7,7,2024-01-07,MIA,"Miami, FL",Florida,700.0,19.0,719.0,813.0,11.0,0,114.0,806,0,0
2024,1,7,7,2024-01-07,MIA,"Miami, FL",Florida,634.0,10.0,644.0,843.0,18.0,0,119.0,946,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1926.0,17.0,1943.0,2115.0,13.0,0,92.0,594,0,9
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,2057.0,13.0,2110.0,2349.0,6.0,0,159.0,1258,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,2132.0,20.0,2152.0,2327.0,7.0,0,95.0,650,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1714.0,18.0,1732.0,2015.0,5.0,0,163.0,1258,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1452.0,14.0,1506.0,1750.0,10.0,0,164.0,1258,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,509.0,12.0,521.0,719.0,19.0,0,178.0,1121,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,819.0,19.0,838.0,1113.0,8.0,0,155.0,1258,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1822.0,15.0,1837.0,2009.0,12.0,0,92.0,594,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1158.0,15.0,1213.0,1349.0,7.0,0,96.0,594,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1941.0,19.0,2000.0,2230.0,6.0,0,150.0,1194,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,836.0,46.0,922.0,1130.0,7.0,0,188.0,1103,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1241.0,26.0,1307.0,1608.0,35.0,0,121.0,1045,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,819.0,38.0,857.0,1200.0,4.0,0,123.0,1045,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1953.0,30.0,2023.0,2241.0,11.0,0,138.0,1089,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1549.0,13.0,1602.0,1851.0,30.0,0,289.0,2088,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1304.0,18.0,1322.0,1629.0,12.0,0,127.0,1107,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1901.0,31.0,1932.0,1249.0,7.0,0,,1103,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1129.0,19.0,1148.0,1432.0,7.0,0,164.0,1258,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,833.0,18.0,851.0,1038.0,6.0,0,167.0,1197,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1349.0,25.0,1414.0,1703.0,6.0,0,289.0,1972,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,838.0,16.0,854.0,1203.0,5.0,0,129.0,1107,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,851.0,16.0,907.0,1123.0,4.0,0,136.0,1096,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,2151.0,27.0,2218.0,48.0,7.0,0,210.0,1143,0,25
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1227.0,18.0,1245.0,1324.0,9.0,0,39.0,192,0,14
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1451.0,12.0,1503.0,1718.0,3.0,0,135.0,1013,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1722.0,21.0,1743.0,1834.0,5.0,0,51.0,335,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,2206.0,31.0,2237.0,7.0,9.0,0,150.0,859,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,2143.0,28.0,2211.0,2349.0,19.0,0,98.0,700,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1801.0,14.0,1815.0,2110.0,6.0,0,295.0,1972,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,2209.0,20.0,2229.0,3.0,9.0,0,154.0,1068,0,12
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1428.0,12.0,1440.0,1647.0,5.0,0,127.0,919,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1017.0,19.0,1036.0,1232.0,4.0,0,116.0,919,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,956.0,21.0,1017.0,1321.0,6.0,0,124.0,1045,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,825.0,22.0,847.0,1046.0,3.0,0,119.0,919,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1132.0,17.0,1149.0,1354.0,5.0,0,125.0,919,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1211.0,35.0,1246.0,1447.0,13.0,0,181.0,1121,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,2135.0,19.0,2154.0,2357.0,6.0,0,243.0,1709,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1529.0,18.0,1547.0,1752.0,11.0,0,185.0,1121,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1817.0,18.0,1835.0,2106.0,11.0,0,331.0,2342,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1719.0,17.0,1736.0,1817.0,11.0,0,41.0,192,0,91
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1057.0,23.0,1120.0,1432.0,7.0,0,132.0,1107,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,830.0,19.0,849.0,923.0,13.0,0,34.0,192,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,2248.0,22.0,2310.0,2357.0,5.0,0,47.0,204,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,827.0,22.0,849.0,1056.0,4.0,0,247.0,1810,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,2106.0,24.0,2130.0,2348.0,7.0,0,138.0,1013,0,16
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,855.0,23.0,918.0,1153.0,2.0,0,155.0,1185,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1653.0,18.0,1711.0,1907.0,10.0,0,236.0,1709,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1850.0,22.0,1912.0,2102.0,5.0,0,110.0,700,0,110
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1910.0,15.0,1925.0,2139.0,8.0,0,134.0,1089,0,14
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1026.0,46.0,1112.0,1328.0,7.0,0,316.0,2174,0,86
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1543.0,9.0,1552.0,1650.0,6.0,0,118.0,806,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,2121.0,17.0,2138.0,2352.0,26.0,0,194.0,1121,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,719.0,16.0,735.0,1031.0,5.0,0,296.0,1972,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1725.0,21.0,1746.0,1958.0,10.0,0,132.0,919,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,731.0,14.0,745.0,1026.0,11.0,0,341.0,2342,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1727.0,21.0,1748.0,1931.0,11.0,0,103.0,650,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,2107.0,22.0,2129.0,2351.0,9.0,0,142.0,1085,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,656.0,18.0,714.0,944.0,5.0,0,150.0,1096,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1508.0,22.0,1530.0,1750.0,11.0,0,140.0,1089,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1716.0,22.0,1738.0,2027.0,9.0,0,349.0,2585,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1603.0,16.0,1619.0,1838.0,7.0,0,139.0,1096,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1401.0,12.0,1413.0,1633.0,12.0,0,200.0,1121,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,805.0,19.0,824.0,1117.0,13.0,0,353.0,2585,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1213.0,20.0,1233.0,1452.0,7.0,0,139.0,1096,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,2039.0,23.0,2102.0,2322.0,4.0,0,140.0,1096,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1656.0,21.0,1717.0,2017.0,10.0,0,300.0,1972,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,2036.0,11.0,2047.0,2311.0,18.0,0,204.0,1121,0,69
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,656.0,20.0,716.0,932.0,4.0,0,136.0,1013,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,903.0,17.0,920.0,1046.0,6.0,0,86.0,650,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1613.0,21.0,1634.0,1824.0,24.0,0,170.0,1197,0,52
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1629.0,18.0,1647.0,1900.0,15.0,0,133.0,1013,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,2059.0,19.0,2118.0,2301.0,8.0,0,163.0,1197,0,201
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1340.0,18.0,1358.0,1548.0,18.0,0,170.0,1197,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,2125.0,18.0,2143.0,2355.0,9.0,0,132.0,1013,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1019.0,20.0,1039.0,1211.0,7.0,0,92.0,650,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1908.0,20.0,1928.0,2114.0,7.0,0,166.0,1197,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1042.0,27.0,1109.0,1421.0,3.0,0,132.0,1139,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1939.0,16.0,1955.0,2218.0,5.0,0,143.0,1096,0,8
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,2302.0,22.0,2324.0,152.0,11.0,0,208.0,964,0,49
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1913.0,20.0,1933.0,2153.0,4.0,0,140.0,1096,0,20
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,904.0,13.0,917.0,1135.0,6.0,0,318.0,2342,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1718.0,23.0,1741.0,2008.0,6.0,0,327.0,2342,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,2110.0,18.0,2128.0,24.0,17.0,0,356.0,2342,0,50
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1402.0,15.0,1417.0,1634.0,4.0,0,137.0,1096,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,2229.0,19.0,2248.0,2339.0,7.0,0,111.0,675,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1341.0,13.0,1354.0,1525.0,5.0,0,151.0,1068,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1940.0,22.0,2002.0,2253.0,7.0,0,351.0,2585,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1622.0,18.0,1640.0,1857.0,17.0,0,137.0,1089,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,2003.0,15.0,2018.0,2156.0,7.0,0,98.0,650,0,45
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1933.0,17.0,1950.0,2032.0,4.0,0,42.0,204,0,57
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,2057.0,16.0,2113.0,2327.0,8.0,0,134.0,1020,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1338.0,11.0,1349.0,1428.0,4.0,0,39.0,204,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1324.0,13.0,1337.0,1511.0,12.0,0,94.0,650,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1857.0,17.0,1914.0,2157.0,5.0,0,163.0,1258,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1923.0,13.0,1936.0,2130.0,8.0,0,174.0,964,0,21
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,933.0,16.0,949.0,1158.0,6.0,0,129.0,1089,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,602.0,17.0,619.0,808.0,13.0,0,169.0,1121,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,119.0,14.0,133.0,408.0,4.0,0,335.0,2267,0,17
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1302.0,25.0,1327.0,1639.0,4.0,0,132.0,1139,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1928.0,16.0,1944.0,2154.0,10.0,0,130.0,919,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,2226.0,14.0,2240.0,102.0,7.0,0,142.0,1145,0,50
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1656.0,20.0,1716.0,1939.0,9.0,0,143.0,1096,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1822.0,22.0,1844.0,2145.0,15.0,0,121.0,1045,0,11
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,800.0,13.0,813.0,1043.0,15.0,0,210.0,1121,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,924.0,23.0,947.0,1223.0,7.0,0,156.0,1258,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,110.0,10.0,120.0,313.0,4.0,0,173.0,1258,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,2014.0,27.0,2041.0,2120.0,10.0,0,39.0,192,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1804.0,12.0,1816.0,2015.0,18.0,0,179.0,1121,0,27
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,2321.0,17.0,2338.0,144.0,13.0,0,186.0,1393,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,2226.0,15.0,2241.0,2338.0,18.0,0,117.0,806,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,2121.0,38.0,2159.0,19.0,5.0,0,200.0,1222,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,2021.0,22.0,2043.0,2137.0,6.0,0,54.0,335,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,2112.0,20.0,2132.0,2220.0,5.0,0,48.0,204,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1804.0,26.0,1830.0,2039.0,4.0,0,129.0,919,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,2016.0,26.0,2042.0,2354.0,5.0,0,372.0,2552,0,37
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,2027.0,17.0,2044.0,2345.0,2.0,0,361.0,2700,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,2018.0,22.0,2040.0,2246.0,7.0,0,126.0,919,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,2236.0,18.0,2254.0,2333.0,6.0,0,39.0,192,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,2310.0,20.0,2330.0,133.0,10.0,0,183.0,1121,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1635.0,14.0,1649.0,1934.0,4.0,0,345.0,2267,0,3
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,819.0,18.0,837.0,1102.0,3.0,0,325.0,2310,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1446.0,16.0,1502.0,1720.0,10.0,0,138.0,1085,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,2040.0,12.0,2052.0,2306.0,9.0,0,134.0,1013,0,22
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1216.0,19.0,1235.0,1451.0,6.0,0,136.0,1089,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,933.0,26.0,959.0,1141.0,7.0,0,162.0,1197,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1958.0,22.0,2020.0,2331.0,7.0,0,371.0,2724,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1910.0,11.0,1921.0,2023.0,8.0,0,122.0,806,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1613.0,25.0,1638.0,1914.0,6.0,0,336.0,2342,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1947.0,21.0,2008.0,2230.0,10.0,0,142.0,1085,0,39
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1854.0,22.0,1916.0,2016.0,23.0,0,120.0,675,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1648.0,15.0,1703.0,1748.0,4.0,0,45.0,204,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1050.0,17.0,1107.0,1406.0,5.0,0,359.0,2342,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1636.0,14.0,1650.0,1730.0,11.0,0,40.0,192,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,752.0,16.0,808.0,943.0,22.0,0,95.0,650,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,2056.0,18.0,2114.0,2330.0,5.0,0,136.0,1080,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,2115.0,18.0,2133.0,2319.0,6.0,0,166.0,1197,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,918.0,13.0,931.0,1139.0,11.0,0,308.0,2342,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1821.0,21.0,1842.0,2105.0,13.0,0,203.0,1121,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1750.0,19.0,1809.0,1851.0,8.0,0,42.0,192,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,2121.0,18.0,2139.0,51.0,5.0,0,312.0,1972,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,2125.0,22.0,2147.0,5.0,6.0,0,198.0,1501,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1705.0,21.0,1726.0,1952.0,7.0,0,326.0,2174,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,630.0,10.0,640.0,844.0,3.0,0,124.0,919,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,655.0,18.0,713.0,929.0,11.0,0,136.0,1089,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,916.0,17.0,933.0,1145.0,3.0,0,132.0,1013,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,639.0,15.0,654.0,842.0,17.0,0,168.0,1197,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,912.0,11.0,923.0,1003.0,5.0,0,40.0,204,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1928.0,18.0,1946.0,2134.0,26.0,0,108.0,700,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,2132.0,19.0,2151.0,9.0,8.0,0,138.0,910,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,1336.0,10.0,1346.0,1427.0,17.0,0,41.0,192,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,2307.0,15.0,2322.0,52.0,8.0,0,90.0,594,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,42.0,11.0,53.0,355.0,8.0,0,362.0,2342,0,139
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,2131.0,18.0,2149.0,2347.0,13.0,0,178.0,1251,0,0
2024,1,8,1,2024-01-08,MIA,"Miami, FL",Florida,827.0,16.0,843.0,1057.0,5.0,0,134.0,1089,0,0
